0,0_x,0_y
6.58,6.580089372978287,1.0000135825194965
4.87,4.870163154890273,1.0000335020308568
3.19,3.1903802565046644,1.000119202666039
5.66,5.6602902267559125,1.0000512768119987
5.29,5.290332245391551,1.0000628063122023
4.195,4.195528331347507,1.0001259431102518
5.42,5.420311645146466,1.000057499104514
3.34,3.3408206651798777,1.000245708137688
1.985,1.987323474542861,1.001170516142499
1.69,1.69,1.0
2.245,2.245,1.0
